
@RELATION keywords_frequency/total_post_1_original_quoted

@ATTRIBUTE length NUMERIC
@ATTRIBUTE links NUMERIC
@ATTRIBUTE quoted NUMERIC
@ATTRIBUTE position NUMERIC
@ATTRIBUTE sentiment NUMERIC
@ATTRIBUTE keywords NUMERIC
@ATTRIBUTE betweenness NUMERIC
@ATTRIBUTE in_degree NUMERIC
@ATTRIBUTE out_degree NUMERIC
@ATTRIBUTE betweenness_sent NUMERIC
@ATTRIBUTE in_degree_sent NUMERIC
@ATTRIBUTE out_degree_sent NUMERIC
@ATTRIBUTE num_of_threads NUMERIC
@ATTRIBUTE utility NUMERIC

@DATA
32, 0, 0, 492, 0, 3, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
254, 1, 3, 493, 0, 7, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
462, 8, 4, 494, 0, 30, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
150, 0, 3, 495, 0, 8, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
411, 1, 1, 496, 0, 17, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
58, 0, 0, 497, 0, 1, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
157, 0, 0, 498, 0, 13, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
104, 0, 1, 499, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
22, 0, 0, 500, 0, 1, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
54, 1, 3, 501, 0, 2, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
55, 0, 1, 502, 0, 6, 119, 7.0, 11.0, 37.99999999999999, 21.0, 33.0, 8, 0
41, 0, 2, 503, 0, 2, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
97, 0, 0, 504, 0, 4, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
202, 0, 0, 505, 0, 13, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
16, 1, 0, 506, 0, 0, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
13, 0, 0, 507, 0, 0, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
8, 0, 0, 508, 0, 0, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
17, 0, 0, 509, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 0
160, 0, 2, 510, 0, 4, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
46, 1, 0, 511, 0, 2, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
27, 0, 0, 512, 0, 2, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
21, 0, 2, 513, 0, 0, 98, 3.0, 5.0, 91.99999999999987, 9.0, 15.0, 5, 0
113, 0, 2, 514, 0, 9, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
66, 2, 0, 515, 0, 1, 98, 3.0, 5.0, 91.99999999999987, 9.0, 15.0, 5, 0
67, 0, 5, 516, 0, 4, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
140, 0, 2, 517, 0, 5, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
118, 0, 1, 518, 0, 13, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
37, 0, 0, 519, 0, 1, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
45, 0, 1, 520, 0, 5, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
49, 0, 0, 521, 0, 5, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
17, 0, 0, 522, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
35, 0, 0, 523, 0, 3, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
37, 0, 1, 524, 0, 4, 98, 3.0, 5.0, 91.99999999999987, 9.0, 15.0, 5, 0
26, 0, 0, 525, 0, 0, 103, 9.0, 5.0, 58.0, 27.0, 15.0, 8, 0
12, 0, 0, 526, 0, 1, 237, 19.0, 21.0, 234.66666666666873, 57.0, 63.0, 16, 0
97, 8, 0, 527, 0, 6, 1089, 72.0, 64.0, 271.66666666666697, 216.0, 193.0, 53, 0
162, 1, 0, 528, 0, 26, 57, 0.0, 2.0, 19.0, 0.0, 6.0, 5, 0
16, 0, 0, 529, 0, 1, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
41, 0, 1, 530, 0, 4, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
93, 0, 0, 531, 0, 8, 57, 0.0, 2.0, 19.0, 0.0, 6.0, 5, 0
39, 2, 0, 532, 0, 3, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
53, 0, 0, 533, 0, 6, 57, 0.0, 2.0, 19.0, 0.0, 6.0, 5, 0
27, 0, 2, 534, 0, 4, 741, 27.0, 27.0, 264.0000000000024, 79.0, 80.0, 30, 0
69, 0, 1, 535, 0, 10, 1, 1.0, 0.0, 0.3333333333333333, 3.0, 0.0, 1, 0
42, 0, 0, 536, 0, 6, 57, 0.0, 2.0, 19.0, 0.0, 6.0, 5, 0
38, 0, 0, 537, 0, 6, 1631, 56.0, 54.0, 1744.3833333332739, 173.0, 161.0, 90, 0
31, 0, 0, 538, 0, 3, 98, 14.0, 20.0, 155.99999999999986, 42.0, 60.0, 16, 0
218, 0, 0, 539, 0, 23, 57, 0.0, 2.0, 19.0, 0.0, 6.0, 5, 0
19, 0, 1, 540, 0, 2, 44, 1.0, 0.0, 14.666666666666675, 3.0, 0.0, 1, 0
38, 1, 0, 541, 0, 4, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
57, 0, 0, 542, 0, 3, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
50, 0, 2, 543, 0, 2, 98, 4.0, 9.0, 52.000000000000064, 12.0, 27.0, 9, 0
15, 0, 0, 544, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 0
19, 0, 0, 545, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
13, 0, 0, 546, 0, 1, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
4, 0, 0, 547, 0, 0, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 2, 0
6, 0, 0, 548, 0, 2, 0, 0.0, 0.0, 0.0, 0.0, 0.0, 1, 0
77, 0, 1, 549, 0, 7, 44, 1.0, 0.0, 14.666666666666675, 3.0, 0.0, 2, 0
60, 0, 0, 550, 0, 2, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
22, 0, 0, 551, 0, 0, 444, 20.0, 10.0, 269.66666666666725, 61.0, 30.0, 37, 0
82, 0, 0, 552, 0, 4, 141, 3.0, 5.0, 79.33333333333333, 9.0, 15.0, 3, 0
72, 0, 2, 553, 0, 7, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
129, 0, 0, 554, 0, 10, 141, 3.0, 5.0, 79.33333333333333, 9.0, 15.0, 3, 0
89, 0, 0, 555, 0, 6, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
44, 0, 3, 556, 0, 0, 141, 3.0, 5.0, 79.33333333333333, 9.0, 15.0, 3, 0
20, 0, 0, 557, 0, 0, 225, 23.0, 34.0, 267.33333333333536, 69.0, 102.0, 27, 0
49, 0, 0, 558, 0, 9, 316, 16.0, 31.0, 271.333333333334, 48.0, 93.0, 32, 0
97, 0, 0, 559, 0, 8, 44, 1.0, 0.0, 14.666666666666675, 3.0, 0.0, 2, 0
